,ID,Nome,Nascimento,CNS,CPF,UNIDADE,data_atendimento,condicao_saude
1928,204,Vitor Gabriel Duarte,1981-08-07,50187392668,183.062.795-30,Unidade de saude Gabriela,2023-09-24 05:57:56.275072,hipertensao
1929,204,Vitor Gabriel Duarte,1981-08-07,50187392668,183.062.795-30,Unidade de saude Gabriela,2023-10-26 19:17:55.179662,hipertensao
1930,204,Vitor Gabriel Duarte,1981-08-07,50187392668,183.062.795-30,Unidade de saude Gabriela,2023-07-16 07:50:42.159648,ferida vascular
1931,204,Vitor Gabriel Duarte,1981-08-07,50187392668,183.062.795-30,Unidade de saude Gabriela,2023-06-13 01:21:10.656636,dengue
1932,204,Vitor Gabriel Duarte,1981-08-07,50187392668,183.062.795-30,Unidade de saude Gabriela,"27 September, 2023",hipertensao
1933,204,Vitor Gabriel Duarte,1981-08-07,50187392668,183.062.795-30,Unidade de saude Gabriela,2023-06-13 19:57:18.692721,ferida vascular
1934,204,Vitor Gabriel Duarte,1981-08-07,50187392668,183.062.795-30,Unidade de saude Gabriela,2023-12-14 09:24:31.526137,dengue
1935,204,Vitor Gabriel Duarte,1981-08-07,50187392668,183.062.795-30,Unidade de saude Gabriela,2023-09-29 04:39:13.634653,diabetes
1936,204,Vitor Gabriel Duarte,1981-08-07,50187392668,183.062.795-30,Unidade de saude Gabriela,2023-11-04 09:37:31.349864,ferida vascular
1937,204,Vitor Gabriel Duarte,1981-08-07,50187392668,183.062.795-30,Unidade de saude Gabriela,2023-06-24,ferida vascular
1938,204,Vitor Gabriel Duarte,1981-08-07,50187392668,183.062.795-30,Unidade de saude Gabriela,2023-07-05,ferida vascular
1939,205,Bianca Carvalho,2000-04-02,31784620580,596.834.701-57,Unidade de saude Gabriela,2024-02-18 21:16:37.976952,dengue
1940,205,Bianca Carvalho,2000-04-02,31784620580,596.834.701-57,Unidade de saude Gabriela,2023-08-19 00:20:35.992666,ferida vascular
1941,206,Matheus da Costa,1990-12-12,32594706892,703.195.624-25,Unidade de saude Mariane,2023-07-18 01:22:22.769633,ferida vascular
1942,206,Matheus da Costa,1990-12-12,32594706892,703.195.624-25,Unidade de saude Mariane,2024-03-03 11:04:11.452638,hipertensao
1943,206,Matheus da Costa,1990-12-12,32594706892,703.195.624-25,Unidade de saude Mariane,2023-09-26 11:40:59.602668,dengue
1944,206,Matheus da Costa,1990-12-12,32594706892,703.195.624-25,Unidade de saude Mariane,2024-04-13 06:19:51.041445,diabetes
1945,206,Matheus da Costa,1990-12-12,32594706892,703.195.624-25,Unidade de saude Mariane,2024-03-08 13:27:41.833855,ferida vascular
1946,206,Matheus da Costa,1990-12-12,32594706892,703.195.624-25,Unidade de saude Mariane,2023-10-28,hipertensao
1947,206,Matheus da Costa,1990-12-12,32594706892,703.195.624-25,Unidade de saude Mariane,2024-02-05 08:18:10.049653,ferida vascular
1948,206,Matheus da Costa,1990-12-12,32594706892,703.195.624-25,Unidade de saude Mariane,2023-11-26 16:55:09.391382,ferida vascular
1949,207,Dr. Ryan Viana,1975-12-03,63845712937,198.304.625-60,Unidade de saude Maria Alice,2024-01-07 17:44:37.685162,diabetes
1950,207,Dr. Ryan Viana,1975-12-03,63845712937,198.304.625-60,Unidade de saude Maria Alice,2023-12-05 11:15:49.437973,dengue
1951,207,Dr. Ryan Viana,1975-12-03,63845712937,198.304.625-60,Unidade de saude Maria Alice,2023-06-30 17:42:03.366293,dengue
1952,207,Dr. Ryan Viana,1975-12-03,63845712937,198.304.625-60,Unidade de saude Maria Alice,2023-10-02 20:42:03.878429,ferida vascular
1953,207,Dr. Ryan Viana,1975-12-03,63845712937,198.304.625-60,Unidade de saude Maria Alice,2023-08-07 04:04:04.238988,hipertensao
1954,207,Dr. Ryan Viana,1975-12-03,63845712937,198.304.625-60,Unidade de saude Maria Alice,2023-11-11 10:11:26.592863,diabetes
1955,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2023-07-31 08:35:40.163946,diabetes
1956,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2023-06-23,ferida vascular
1957,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2023-08-01 06:17:07.350429,hipertensao
1958,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2024-04-22 07:43:59.650792,dengue
1959,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2023-12-07 14:21:28.968758,diabetes
1960,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2024-01-01 10:15:10.131197,dengue
1961,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2023-10-15 11:58:03.459118,diabetes
1962,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,"10 February, 2024",diabetes
1963,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2023-06-27 03:35:05.364800,hipertensao
1964,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,"25 June, 2023",diabetes
1965,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2024-01-27 02:11:56.951342,diabetes
1966,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2024-02-07 04:25:19.935101,diabetes
1967,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2023-05-01 20:05:26.229510,dengue
1968,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,"18 July, 2023",ferida vascular
1969,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,"08 January, 2024",diabetes
1970,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,2023-11-18 15:31:56.035846,hipertensao
1971,208,Erick Silveira,1974-02-28,02351497643,523.497.618-19,Unidade de saude Gabriela,"29 July, 2023",hipertensao
1972,209,Lorena Santos,2005-10-12,07528941379,813.965.724-73,Unidade de saude Mariane,"14 January, 2024",dengue
1973,209,Lorena Santos,2005-10-12,07528941379,813.965.724-73,Unidade de saude Mariane,2023-05-20 21:57:24.857568,ferida vascular
1974,209,Lorena Santos,2005-10-12,07528941379,813.965.724-73,Unidade de saude Mariane,2023-12-15 02:50:45.658223,dengue
1975,209,Lorena Santos,2005-10-12,07528941379,813.965.724-73,Unidade de saude Mariane,2023-10-12 07:48:54.411737,diabetes
1976,209,Lorena Santos,2005-10-12,07528941379,813.965.724-73,Unidade de saude Mariane,2024-04-03 18:43:28.792789,ferida vascular
1977,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,2023-09-22 22:23:11.869187,hipertensao
1978,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,2024-02-10,diabetes
1979,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,2023-07-07 22:20:51.889658,diabetes
1980,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,2023-05-20 04:05:56.631896,hipertensao
1981,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,"04 April, 2024",diabetes
1982,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,2023-11-10 13:22:04.938705,dengue
1983,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,2024-02-23 11:09:12.872910,ferida vascular
1984,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,"17 April, 2024",diabetes
1985,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,2023-07-05,ferida vascular
1986,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,2023-05-03 08:53:09.653796,ferida vascular
1987,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,2024-03-19 14:50:12.747973,hipertensao
1988,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,2023-09-18 00:52:30.456192,hipertensao
1989,210,Maria Sophia Moreira,2009-05-05,03741658901,423.105.867-90,Unidade de saude Maria Alice,2023-10-14 16:08:47.750050,hipertensao
1990,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2024-01-25 10:11:03.026092,dengue
1991,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-10-21 08:26:46.185966,dengue
1992,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2024-04-05 21:16:20.865674,ferida vascular
1993,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2024-01-16 20:49:39.504260,diabetes
1994,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-12-29 14:22:14.094311,diabetes
1995,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-11-10 07:51:22.091884,dengue
1996,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-12-30 01:34:47.923368,dengue
1997,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-09-28 13:11:38.883934,diabetes
1998,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2024-02-09,dengue
1999,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2024-03-11 21:26:02.660186,dengue
2000,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-07-21 04:08:31.641601,ferida vascular
2001,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-06-07 23:47:27.190169,dengue
2002,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-11-11 13:59:20.655277,dengue
2003,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-08-04 11:13:57.718097,dengue
2004,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-10-24 20:48:04.440728,diabetes
2005,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-10-11 21:08:30.213811,diabetes
2006,211,Pedro Henrique Sales,1985-06-19,19265780401,508.927.634-00,Unidade de saude Maria Vitória,2023-08-21 09:55:55.297554,dengue
2007,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2023-08-04 08:00:22.448485,ferida vascular
2008,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2023-07-11 16:13:28.699672,diabetes
2009,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2023-05-14 02:23:31.911623,dengue
2010,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2023-10-25 15:00:48.724798,ferida vascular
2011,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2024-03-05 00:37:36.879491,ferida vascular
2012,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2024-04-18 00:13:40.732178,diabetes
2013,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2024-04-19 19:17:04.519602,ferida vascular
2014,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2023-06-14 12:09:31.388062,diabetes
2015,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2023-07-14 06:31:57.321765,hipertensao
2016,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,"06 February, 2024",dengue
2017,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2024-01-17 18:19:09.420054,ferida vascular
2018,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2023-06-15 14:51:22.620423,diabetes
2019,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2023-06-01 05:20:17.923750,ferida vascular
2020,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,"14 May, 2023",dengue
2021,212,Sarah das Neves,2004-06-10,59861427058,478.296.053-00,Unidade de saude Daniela,2024-01-09 12:23:30.304876,dengue
2022,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2024-04-18 05:15:18.611584,diabetes
2023,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2023-07-13 21:37:01.293907,ferida vascular
2024,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2024-01-01 11:31:14.436201,hipertensao
2025,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2023-06-16 16:57:53.707057,diabetes
2026,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2024-04-09 14:19:09.532763,ferida vascular
2027,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2024-04-03,hipertensao
2028,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2024-02-16 13:05:07.596673,hipertensao
2029,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2023-06-01 18:03:07.354562,ferida vascular
2030,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2023-09-27 07:10:25.702294,hipertensao
2031,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2023-07-24 17:35:51.570751,ferida vascular
2032,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2023-12-26 16:50:35.180884,diabetes
2033,213,Dra. Lara Cardoso,2003-03-22,18457903241,895.623.071-40,Unidade de saude Maria Alice,2024-03-09 12:41:20.487635,ferida vascular
2034,215,Dra. Fernanda Moraes,1980-07-18,45613270961,857.103.294-79,Unidade de saude Daniela,2023-11-18 22:47:00.445080,ferida vascular
2035,215,Dra. Fernanda Moraes,1980-07-18,45613270961,857.103.294-79,Unidade de saude Daniela,2024-02-22 04:15:13.532520,diabetes
2036,215,Dra. Fernanda Moraes,1980-07-18,45613270961,857.103.294-79,Unidade de saude Daniela,2023-04-27 16:54:53.783512,ferida vascular
2037,215,Dra. Fernanda Moraes,1980-07-18,45613270961,857.103.294-79,Unidade de saude Daniela,2023-08-25 18:58:13.632575,hipertensao
2038,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2023-08-17,hipertensao
2039,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2023-11-06 16:00:09.089551,dengue
2040,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,"15 July, 2023",ferida vascular
2041,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2023-06-08 03:02:23.226241,hipertensao
2042,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2023-08-11 12:11:10.863770,diabetes
2043,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,"26 April, 2023",ferida vascular
2044,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2023-10-05 09:42:06.038295,diabetes
2045,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2024-04-07,diabetes
2046,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2023-12-22 20:36:41.352389,ferida vascular
2047,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2024-02-06 04:12:19.616722,diabetes
2048,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2023-08-28 05:54:08.450798,diabetes
2049,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2023-09-26 22:55:15.365988,diabetes
2050,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2023-05-09 13:12:44.256832,hipertensao
2051,216,Luiz Miguel Lopes,1994-03-18,18462759382,981.736.542-55,Unidade de saude Daniela,2024-01-01 18:55:19.179780,dengue
2052,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-12-08 22:53:07.750888,diabetes
2053,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-05-02 03:46:32.578696,diabetes
2054,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-10-15,hipertensao
2055,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-09-26,ferida vascular
2056,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-05-28 18:48:31.901905,diabetes
2057,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-12-13 07:20:23.861149,hipertensao
2058,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-07-11 02:39:40.779796,diabetes
2059,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-05-08 22:39:09.733344,ferida vascular
2060,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,"08 November, 2023",dengue
2061,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-06-10 16:02:06.946904,diabetes
2062,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-07-05 09:39:10.821692,diabetes
2063,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2024-02-04 21:28:04.548685,dengue
2064,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-06-04 09:10:11.059382,dengue
2065,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-06-07 09:03:18.316076,diabetes
2066,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-09-06 18:11:30.511493,diabetes
2067,217,Augusto Rodrigues,1983-07-03,79645201802,685.974.320-47,Unidade de saude Daniela,2023-06-04 03:54:01.917533,dengue
2068,218,Esther da Cunha,1983-04-09,89524706130,781.092.346-31,Unidade de saude Gabriela,2023-10-17 12:55:37.527483,hipertensao
2069,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2024-03-21 05:16:14.829736,hipertensao
2070,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2023-06-04 13:19:37.388466,hipertensao
2071,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2023-11-08 10:10:52.126244,dengue
2072,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2023-08-19 15:32:41.805376,hipertensao
2073,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2023-09-10 19:06:15.994568,diabetes
2074,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,"03 May, 2023",dengue
2075,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2023-08-14 10:47:27.710820,hipertensao
2076,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2023-12-13 21:27:08.842219,dengue
2077,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2023-05-11 21:30:16.275278,ferida vascular
2078,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2024-02-24 04:05:23.577772,hipertensao
2079,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2023-08-02 11:38:14.238355,diabetes
2080,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2023-07-26 16:10:40.727426,ferida vascular
2081,219,Marcela Campos,2006-09-10,27160534808,145.960.283-89,Unidade de saude Milena,2024-03-04 04:18:36.408375,ferida vascular
2082,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2023-07-17 17:15:25.983801,dengue
2083,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2023-11-18 02:05:06.729896,hipertensao
2084,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2024-01-04 15:21:30.093748,hipertensao
2085,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2023-08-15 16:08:49.771496,dengue
2086,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2023-05-21 20:11:10.616314,hipertensao
2087,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2023-05-31 06:17:48.684753,diabetes
2088,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2024-03-06,ferida vascular
2089,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,"05 December, 2023",ferida vascular
2090,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2023-07-10 19:47:10.245391,ferida vascular
2091,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2024-01-12 18:01:26.741270,dengue
2092,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2023-09-19 04:13:44.833569,dengue
2093,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2023-08-05 18:53:01.075128,dengue
2094,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2023-08-04 22:50:38.137933,diabetes
2095,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2023-07-08 08:29:15.337767,ferida vascular
2096,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2023-07-27 02:29:12.524161,ferida vascular
2097,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2024-03-26 22:36:25.638796,ferida vascular
2098,220,Raul Santos,1975-12-16,46370852171,630.174.928-69,Unidade de saude Cecília,2024-04-05,ferida vascular
2099,221,Sra. Sabrina Moura,1978-01-24,90268531498,601.537.248-62,Unidade de saude Daniela,2023-08-13 04:48:05.296129,diabetes
2100,221,Sra. Sabrina Moura,1978-01-24,90268531498,601.537.248-62,Unidade de saude Daniela,2023-12-17 04:09:12.421149,dengue
2101,221,Sra. Sabrina Moura,1978-01-24,90268531498,601.537.248-62,Unidade de saude Daniela,2023-09-28 01:43:04.862037,diabetes
2102,221,Sra. Sabrina Moura,1978-01-24,90268531498,601.537.248-62,Unidade de saude Daniela,2023-10-29 13:02:22.845425,dengue
2103,221,Sra. Sabrina Moura,1978-01-24,90268531498,601.537.248-62,Unidade de saude Daniela,2023-05-19 19:53:29.203363,dengue
2104,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,2023-09-18 23:03:06.375598,ferida vascular
2105,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,"08 December, 2023",hipertensao
2106,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,2024-03-20 11:24:41.938832,hipertensao
2107,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,2023-12-02 06:55:20.686539,hipertensao
2108,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,"21 July, 2023",hipertensao
2109,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,2023-08-14 12:03:14.061838,hipertensao
2110,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,"15 March, 2024",ferida vascular
2111,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,2024-02-03 14:05:37.448682,diabetes
2112,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,"11 July, 2023",ferida vascular
2113,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,2023-05-28 12:56:02.529057,dengue
2114,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,2023-06-01 08:35:33.830553,hipertensao
2115,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,2023-07-03 11:40:19.515733,ferida vascular
2116,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,2024-01-19 07:51:21.828638,ferida vascular
2117,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,"19 August, 2023",ferida vascular
2118,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,2024-03-29 05:23:40.702967,ferida vascular
2119,222,Cauã Pereira,2008-11-24,62514093805,782.461.935-46,Unidade de saude Daniela,"20 October, 2023",diabetes
2120,223,Maria Alice Correia,1997-07-06,58473069110,295.804.613-33,Unidade de saude Maria Vitória,2023-05-13 12:49:50.960247,dengue
2121,223,Maria Alice Correia,1997-07-06,58473069110,295.804.613-33,Unidade de saude Maria Vitória,2023-08-01 10:49:57.575078,diabetes
2122,223,Maria Alice Correia,1997-07-06,58473069110,295.804.613-33,Unidade de saude Maria Vitória,2023-10-20 09:31:40.164901,hipertensao
2123,223,Maria Alice Correia,1997-07-06,58473069110,295.804.613-33,Unidade de saude Maria Vitória,2023-12-02 22:58:30.808630,diabetes
2124,223,Maria Alice Correia,1997-07-06,58473069110,295.804.613-33,Unidade de saude Maria Vitória,2023-12-12 02:24:54.217630,diabetes
2125,223,Maria Alice Correia,1997-07-06,58473069110,295.804.613-33,Unidade de saude Maria Vitória,2023-07-31 18:59:40.212928,dengue
2126,223,Maria Alice Correia,1997-07-06,58473069110,295.804.613-33,Unidade de saude Maria Vitória,2024-01-11,hipertensao
2127,223,Maria Alice Correia,1997-07-06,58473069110,295.804.613-33,Unidade de saude Maria Vitória,2023-07-07 23:48:17.110048,hipertensao
2128,223,Maria Alice Correia,1997-07-06,58473069110,295.804.613-33,Unidade de saude Maria Vitória,2023-10-23 03:59:27.540761,ferida vascular
2129,223,Maria Alice Correia,1997-07-06,58473069110,295.804.613-33,Unidade de saude Maria Vitória,2023-12-15 02:36:52.801490,dengue
2130,223,Maria Alice Correia,1997-07-06,58473069110,295.804.613-33,Unidade de saude Maria Vitória,2024-01-30 12:39:01.001892,diabetes
2131,224,Dra. Alexia Barros,1995-05-23,37958162464,825.467.391-82,Unidade de saude Milena,2023-11-20 13:18:33.002113,hipertensao
